detector_id;osm_id;lanes;highway;oneway;length;score
1596;1682;1;primary;True;179.679;0.0010560750095947248
1597;15843;6;secondary;True;15.950000000000001;0.007530394360550205
1598;11676;4;primary;False;8.418;0.010210459871854803
16;15253;2;primary;True;33.964000000000006;0.0046013232094555614
160;2585;3;primary;True;79.465;0.003761709036954987
1601;131;['1', '3'];secondary;True;106.905;0.0015791664083794552
1609;16019;1;tertiary;True;94.33999999999999;0.005719765741138088
161;2781;3;primary;True;120.14500000000001;0.0021613508768019035
1610;13767;1;primary;True;206.895;0.0025566244052892895
1611;16018;3;primary;True;25.492;0.006221435969842764
1612;7672;1;primary;True;131.305;0.000282776131040229
1613;2449;;tertiary;False;14.626000000000001;0.009781484517799094
1614;895;;secondary;False;122.869;0.001322408642424194
1616;7749;3;secondary;False;183.07999999999998;0.001435858793898154
1617;7759;2;secondary;False;99.657;0.0007865399208145664
1618;7769;2;secondary;False;99.657;0.00024133116371816767
1619;7685;2;secondary;False;153.339;0.000975936280157451
162;2776;['2', '3'];primary;True;89.221;0.0011815927271004389
1620;6515;2;secondary;False;153.339;0.0002591123947290087
1621;6514;2;secondary;False;65.341;0.0002731071764628126
1622;6544;2;secondary;False;65.341;0.002062415945088266
1626;7639;4;primary;False;90.095;0.00044924919940254724
1627;7731;4;primary;False;90.095;0.0017948126604559298
1628;7634;4;primary;False;68.78999999999999;0.0011592876875411362
1629;7635;4;primary;False;114.81700000000001;0.0006468923274381108
163;15874;['2', '3'];primary;True;109.076;0.00042926567201969875
1630;14342;4;primary;False;104.44300000000001;0.0017929602911716902
1631;7671;4;primary;False;104.443;0.0018850433037944886
1632;7670;4;primary;False;124.941;0.0012717450718509745
1633;6518;4;primary;False;124.941;0.0010757948447875573
1634;6524;4;primary;False;100.132;0.0003291962946849357
1635;6552;4;primary;False;100.132;0.0005622663867635487
1636;6551;4;primary;False;118.91300000000001;0.0002483057799298728
1637;6513;4;primary;False;118.91300000000001;0.00010827633681926613
1638;10345;;primary;True;22.776;0.0020236414922970673
1639;11052;1;tertiary;True;90.928;0.015768859336024496
164;2945;2;primary;True;19.394;0.0007385538067989156
1640;13413;;primary;True;109.112;0.0019245360800001807
1641;12089;2;tertiary;False;32.938;0.011839433486100406
1642;10339;;primary;True;76.75800000000001;0.0003761292330600131
1643;6561;2;tertiary;False;318.91900000000004;0.010269435479121946
1644;14641;;primary;True;67.501;0.0026075718956926055
1645;14253;3;primary;True;55.333;0.005605642429407866
1646;14587;6;primary;False;121.14099999999999;0.001538101234803887
1647;15317;6;primary;False;121.141;0.0006627095806477915
1648;14591;;primary;False;47.227000000000004;0.005205560161491776
1649;8908;3;primary;True;158.13899999999998;0.000563064380077133
165;10722;3;primary;True;46.647;0.0012961696766388901
1650;7692;4;primary;False;86.157;0.005067881241772332
1651;14900;4;primary;False;86.157;0.000975633530651476
1652;6526;4;primary;False;123.053;0.0014201035305976902
1653;6527;4;primary;False;131.11900000000003;0.00027483938050634955
1654;7689;4;primary;False;22.689999999999998;0.0013499025752391207
1655;6531;4;primary;False;22.689999999999998;0.0012505499091858576
1656;13204;4;primary;False;144.958;0.0023877998392121324
1657;6563;4;primary;False;144.958;0.0007887538114976412
166;795;['2', '3'];primary;True;106.369;0.0012891156360643162
1663;6546;;secondary;False;135.657;0.0007240797700889877
1664;2306;3;secondary;False;51.891;0.0007100344847619652
1665;2308;;secondary;False;135.65699999999998;0.0006657147517808801
1666;2302;3;secondary;False;51.891;0.0009494838928701875
167;16281;;tertiary;True;77.449;0.003736451711787431
1677;15542;;primary;False;87.677;0.0074786509508574526
1678;11909;;primary;False;87.67699999999999;0.0071098190335429
1680;12412;4;primary;False;98.30900000000001;0.0005802235749540175
1681;2290;2;secondary;False;84.641;0.0017539573263789352
1682;14955;2;secondary;False;84.641;0.001828942213689407
1683;14075;3;primary;True;250.393;0.00015345521717041806
1684;2403;2;tertiary;False;179.51699999999997;0.014002774164519241
1686;15477;1;primary;True;586.551;0.00047560395227578216
1687;6722;3;primary;True;269.46600000000007;0.0011896653298529981
1689;3836;2;tertiary;False;179.517;0.012718233494607881
1690;11886;3;primary;True;194.91299999999998;0.002160265970179432
1692;1233;3;primary;True;195.73000000000002;0.0008003966072442088
1693;14598;1;primary;True;84.387;0.002905784568693242
1694;1149;4;primary;False;48.410000000000004;0.00043290768971018974
1696;15555;1;primary;True;161.06599999999997;0.0014363837084279203
1697;7766;;tertiary;True;149.63199999999998;0.012685455450703736
1698;15382;2;primary;True;170.58700000000002;0.011937203947315275
1699;1512;4;primary;False;48.410000000000004;0.0008550623226552605
17;3336;3;tertiary;False;101.383;0.013574805834396391
170;3809;5;secondary;False;87.54100000000001;0.008137473736167728
1700;15556;1;primary;True;160.717;0.004623765424975496
1701;15479;['1', '2'];primary;True;126.62799999999999;0.0014425722908741742
1702;11905;1;primary;True;119.32600000000001;0.0006821297297977824
1707;10613;4;primary;False;103.264;0.01132369005112838
1708;12090;1;primary;True;63.039;0.0009394058193519178
1710;14956;2;secondary;False;52.72999999999999;0.00030693957962485023
1711;14865;2;secondary;False;52.73;0.00024104760350296119
1716;1146;4;primary;False;67.607;0.0006814467546625034
1717;15003;4;primary;False;67.607;0.0006464160099228574
1719;8909;4;primary;False;103.26400000000001;0.0012998426721337764
1720;10614;4;primary;False;94.917;0.0008750334725918475
1723;13304;4;primary;False;133.072;0.0010869088754087647
1724;14433;4;primary;False;143.506;0.00013473736748075173
1725;13305;4;primary;False;143.50599999999997;0.0002962742848968594
1726;14810;2;secondary;True;99.598;0.0016264534784389052
1727;898;3;primary;True;68.416;0.0017079976561288803
1728;14629;3;primary;True;41.489000000000004;0.002696317136812193
1738;11844;2;secondary;True;100.33699999999999;0.0006135902734634859
1739;14001;2;tertiary;True;45.265;0.006097487091844236
1741;10610;4;primary;False;215.44699999999997;0.0010388118517512858
1742;759;4;primary;False;215.44699999999997;0.0009150109810919556
1744;10611;4;primary;False;157.474;0.000934683297271238
1746;14621;['4', '5'];primary;False;124.62899999999999;0.0013011584729804584
1748;14625;4;primary;False;199.786;0.0012390192325694208
1750;14842;4;primary;False;52.573;0.006034321453631147
1752;15416;1;primary;True;21.549;0.006667900125175603
1759;14843;4;primary;False;199.786;0.007545664899456035
176;2942;3;tertiary;False;45.709;0.013311292305387712
1760;1630;6;primary;False;19.831;0.0022245392290005063
1761;10646;2;primary;True;38.987;0.0012867580622996553
1762;14832;2;primary;True;216.62099999999998;0.0012138768506327513
1763;13613;2;primary;True;51.698;0.004473469782021223
1764;1631;2;primary;True;166.502;0.0021140931023706966
1765;12093;1;primary;True;192.976;0.001703564141892119
1766;15419;1;primary;True;192.707;0.001993083823172397
1768;12424;2;primary;True;242.94599999999997;0.003103390592296337
1774;15841;['2', '3'];primary;True;85.46300000000001;0.0025035930387830026
1775;14254;2;primary;True;126.513;0.0010026894037129322
1778;12997;4;primary;False;167.16400000000002;0.001377444042377868
1779;10805;4;primary;False;167.164;0.00033673470867956934
178;1771;;primary;True;47.355999999999995;0.003374897069092465
179;13352;['1', '2'];tertiary;True;26.674;0.004674591014029074
1794;14586;;primary;False;47.227000000000004;0.005158879148787867
18;400;4;secondary;True;116.73;0.0018186795664978312
180;16087;1;primary;True;128.412;0.005927476307530768
1800;8816;2;primary;True;143.547;0.001658559981622552
1801;15322;1;trunk_link;True;251.109;0.009034926514563078
1802;16305;4;tertiary;False;40.712;0.00527239142710594
1806;14572;2;primary;True;62.678999999999995;0.0029157167899084855
1808;8808;2;primary;True;328.28000000000003;0.0029469960419553354
